Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
Fldwork Scl Cnsling IILecture,Spec Prog in Prof Psychology,28,EDSP,6980,1,46897,686,Tammie Merheb-Chavez,W,Westchester,Hybrid Course
Fldwork Scl Cnsling IILecture,Spec Prog in Prof Psychology,28,EDSP,6980,2,48700,686,Tammie Merheb-Chavez,W,Westchester,Hybrid Course
Comp Exam: CounselingLecture,Spec Prog in Prof Psychology,28,EDSP,6995,1,43832,686,Tammie Merheb-Chavez,NA,Online,Fully Online Course
Socioculturl Analysis EdLecture,Speclizd Program in Urban Educ,30,EDUR,400,1,46118,739,Wesley Chew,NA,Westchester,Classroom Based Course
Socioculturl Analysis EdLecture,Speclizd Program in Urban Educ,30,EDUR,400,2,46119,602,Robert Hillig,NA,Westchester,Classroom Based Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,1,40503,495,Meagan Prahl,0,Online,Fully Online Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,2,40679,162,Daphnie Sicre,0,Online,Fully Online Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,3,43922,545,Nenad Pervan,0,Online,Fully Online Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,4,43923,495,Meagan Prahl,0,Online,Fully Online Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,5,43937,739,Wesley Chew,0,Online,Fully Online Course
Research in Urban EducationLecture,Speclizd Program in Urban Educ,30,EDUR,5018,6,44222,142,Christopher Murillo,0,Online,Fully Online Course
Transformative PedagogyLecture,Speclizd Program in Urban Educ,30,EDUR,5022,1,42904,429,Leon Wiebers,NA,Online,Fully Online Course
Intro Elem Methods LiteracyLecture,Speclizd Program in Urban Educ,30,EDUR,5025,1,42911,279,Jaime Gray,0,Online,Fully Online Course
Intro Elem Methods LiteracyLecture,Speclizd Program in Urban Educ,30,EDUR,5025,2,42913,279,Jaime Gray,0,Online,Fully Online Course
Introduction to AssessmentLecture,Speclizd Program in Urban Educ,30,EDUR,5027,1,45397,279,Jaime Gray,0,Online,Fully Online Course
Introduction to AssessmentLecture,Speclizd Program in Urban Educ,30,EDUR,5027,2,45396,428,Leigh Kennicott,0,Online,Fully Online Course
Introduction to AssessmentLecture,Speclizd Program in Urban Educ,30,EDUR,5027,3,42922,428,Leigh Kennicott,0,Online,Fully Online Course
Intro Secdry Math & LiteracyLecture,Speclizd Program in Urban Educ,30,EDUR,5029,1,42936,428,Leigh Kennicott,0,Online,Fully Online Course
Intro Teaching Sci & LiteracyLecture,Speclizd Program in Urban Educ,30,EDUR,5031,1,42943,428,Leigh Kennicott,0,Online,Fully Online Course
Intro Teach Soc Sci & LiteracyLecture,Speclizd Program in Urban Educ,30,EDUR,5033,1,44289,569,Paulo Lima,0,Online,Fully Online Course
Intro Teaching Engl Lang ArtsLecture,Speclizd Program in Urban Educ,30,EDUR,5035,1,42957,569,Paulo Lima,0,Online,Fully Online Course
Intro Teach World LanguagesLecture,Speclizd Program in Urban Educ,30,EDUR,5037,1,44292,114,Catharine Dada,0,Online,Fully Online Course
Urbn Educ Field Exprnce 1:ElemLecture,Speclizd Program in Urban Educ,30,EDUR,5051,1,43715,617,Ronnie Clark,NA,Online,Fully Online Course
Urban Educ Field Exprnce 1:SecLecture,Speclizd Program in Urban Educ,30,EDUR,5051,2,43716,225,Eric Stretch,NA,Online,Fully Online Course
Urban Educ Field Expr 1: ElemLecture,Speclizd Program in Urban Educ,30,EDUR,5051,3,44293,472,Mark Seldis,NA,Online,Fully Online Course
Urban Educ Field Exp 1: SecLecture,Speclizd Program in Urban Educ,30,EDUR,5051,4,44294,373,Katharine Noon,NA,Online,Fully Online Course
Learning & Teaching w/ TechLecture,Speclizd Program in Urban Educ,30,EDUR,6327,1,43918,661,Stacey Cabaj,NA,Online,Fully Online Course
Learning & Teaching w/ TechLecture,Speclizd Program in Urban Educ,30,EDUR,6327,2,48385,478,Mary McCusker,NA,Online,Fully Online Course
Dvlp Collab Partnrshps Inc SchLecture,Speclizd Program in Urban Educ,30,EDUR,6606,1,48729,43,Andrea Odinov,NA,Online,Fully Online Course
SS: Fieldwork 3Lecture,Speclizd Program in Urban Educ,30,EDUR,6998,1,47159,393,Kevin Wetmore,NA,Online,Fully Online Course
SS: Fieldwork 3Lecture,Speclizd Program in Urban Educ,30,EDUR,6998,2,47312,,,NA,Online,Fully Online Course
Systems EngineeringLecture,Systems Engineering,92,SYEG,500,1,45824,162,Daphnie Sicre,T,Online,Fully Online Course
Project ManagementLecture,Systems Engineering,92,SYEG,510,1,45825,393,Kevin Wetmore,W,Online,Fully Online Course
Lean Engineering & ManagementLecture,Systems Engineering,92,SYEG,530,1,47752,335,Jon Rivera,Th,Online,Fully Online Course
Integration of Hybrid Hardware and Software SystemsLecture,Systems Engineering,92,SYEG,560,1,48525,379,Keiana Richard,Th,Online,Fully Online Course
Spacecraft DesignLecture,Systems Engineering,92,SYEG,570,1,48546,58,Anna Winget,M,Online,Fully Online Course
Business Law for EngineersLecture,Systems Engineering,92,SYEG,576,1,48547,286,James Holmes,M,Online,Fully Online Course
Occupy Mars: Explr Spc TrvlLecture,Systems Engineering,92,SYEG,584,1,45829,158,Dana Resnick,W,Online,Fully Online Course
Model Based Sys EngrLecture,Systems Engineering,92,SYEG,640,1,45831,158,Dana Resnick,T,Online,Fully Online Course
Prep for Capstone ProjectLecture,Systems Engineering,92,SYEG,695,1,45835,286,James Holmes,T,Online,Fully Online Course
Grad Capstone ProjectLecture,Systems Engineering,92,SYEG,696,1,45836,545,Nenad Pervan,T,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,501,1,48347,197,Doris Baizley,NA,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,501,2,48349,212,Elizabeth Henley,NA,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,501,3,48351,68,Arnab Banerji,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,510,1,48353,495,Meagan Prahl,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,510,2,48355,58,Anna Winget,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,510,3,48357,,,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,551,1,48359,241,Frank Sheppard,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,551,2,48361,472,Mark Seldis,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,551,3,48363,373,Katharine Noon,NA,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,6001,1,48346,186,Diane Benedict,NA,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,6001,2,48348,158,Dana Resnick,NA,Online,Fully Online Course
Pol Prac Inclusive ClassLecture,Teaching and Learning,29,EDTL,6001,3,48350,661,Stacey Cabaj,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,6100,1,48352,114,Catharine Dada,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,6100,2,48354,545,Nenad Pervan,NA,Online,Fully Online Course
MS Methods Div PopLecture,Teaching and Learning,29,EDTL,6100,3,48356,661,Stacey Cabaj,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,6501,1,48358,393,Kevin Wetmore,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,6501,2,48360,393,Kevin Wetmore,NA,Online,Fully Online Course
Ed Spec Fieldwork 1Lecture,Teaching and Learning,29,EDTL,6501,3,48362,133,Christine Breihan,NA,Online,Fully Online Course
Health EducationLecture,Teaching and Learning,29,EDTL,8000,1,48723,,,NA,Online,Fully Online Course
Health EducationLecture,Teaching and Learning,29,EDTL,8000,2,48724,,,NA,Online,Fully Online Course
Health EducationLecture,Teaching and Learning,29,EDTL,8000,3,48725,250,Gil Klein,NA,Online,Fully Online Course
Foundations of Online TeachingLecture,Teaching and Learning,29,EDTL,8001,1,48726,620,Roy Fisher,NA,Online,Fully Online Course
Foundations of Online TeachingLecture,Teaching and Learning,29,EDTL,8001,2,48727,620,Roy Fisher,NA,Online,Fully Online Course
Foundations of Online TeachingLecture,Teaching and Learning,29,EDTL,8001,3,48728,,,NA,Online,Fully Online Course
Beginning ActingLecture,Theater,93,THEA,110,1,40899,,,MWF,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,2,40900,745,William Shaules,MWF,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,3,41099,745,William Shaules,MW,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,4,42034,465,Mark Aloysius,MW,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,5,40902,503,Michael Courey,MW,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,6,40901,96,Brian Michael Reedy,TT,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,7,40903,554,Nirinjan Khalsa,TT,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,8,40904,222,Eric Martin,TT,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,9,40905,554,Nirinjan Khalsa,TT,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,10,48677,621,Roy Pereira,Th,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,11,48276,222,Eric Martin,W,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,12,48675,137,Christopher Daily,W,Westchester,Classroom Based Course
Beginning ActingLecture,Theater,93,THEA,110,13,48676,,,Th,Westchester,Classroom Based Course
Intro Thea PerformanceLecture,Theater,93,THEA,111,1,40909,,,MW,Westchester,Classroom Based Course
Intro Thea PerformanceLecture,Theater,93,THEA,111,2,40910,340,Jonathan Rothchild,MW,Westchester,Classroom Based Course
Intro Thea PerformanceLecture,Theater,93,THEA,111,3,40911,137,Christopher Daily,MW,Westchester,Classroom Based Course
Intro Thea PerformanceLecture,Theater,93,THEA,111,4,42037,5,Abhishek Jain,MW,Westchester,Classroom Based Course
Voice and SpeechLecture,Theater,93,THEA,113,1,43300,,,TT,Westchester,Classroom Based Course
Voice and SpeechLecture,Theater,93,THEA,113,2,44514,,,TT,Westchester,Classroom Based Course
Movement for ActorsLecture,Theater,93,THEA,114,1,45277,,,MW,Westchester,Classroom Based Course
StagecraftLecture,Theater,93,THEA,120,1,40797,633,Saqib Hussain,TT,Westchester,Classroom Based Course
Stagecraft LabLab,Theater,93,THEA,121,1,40327,410,L. Arik Greenberg,M,Westchester,Classroom Based Course
Stagecraft LabLab,Theater,93,THEA,121,2,44011,410,L. Arik Greenberg,W,Westchester,Classroom Based Course
Stagecraft LabLab,Theater,93,THEA,121,3,46142,250,Gil Klein,F,Westchester,Classroom Based Course
Costume CraftLecture,Theater,93,THEA,124,1,42831,,,MWF,Westchester,Classroom Based Course
Costume Craft LabLab,Theater,93,THEA,125,1,43301,647,Serhiy Hovorun,M,Westchester,Classroom Based Course
Costume Craft LabLab,Theater,93,THEA,125,2,43685,122,Charlotte Radler,M,Westchester,Classroom Based Course
Costume Craft LabLab,Theater,93,THEA,125,3,46063,122,Charlotte Radler,W,Westchester,Classroom Based Course
Lighting and Sound CraftLecture,Theater,93,THEA,126,1,42832,93,Brett Hoover,TT,Westchester,Classroom Based Course
Lighting and Sound Craft LabLab,Theater,93,THEA,127,1,43302,425,Layla Karst,W,Westchester,Classroom Based Course
Script AnalysisLecture,Theater,93,THEA,175,1,44516,117,Cecilia Gonzalez-Andrieu,MW,Westchester,Classroom Based Course
Script AnalysisLecture,Theater,93,THEA,175,2,46026,,,MW,Westchester,Classroom Based Course
Scene Study & PresentationStudio/Recitation,Theater,93,THEA,210,1,40233,119,Charles Jurgensmeier,MW,Westchester,Classroom Based Course
Scene Study & PresentationStudio/Recitation,Theater,93,THEA,210,2,46911,,,TT,Westchester,Classroom Based Course
Lighting Design IStudio/Recitation,Theater,93,THEA,223,1,45278,465,Mark Aloysius,TT,Westchester,Classroom Based Course
Scene Design IStudio/Recitation,Theater,93,THEA,224,1,48678,119,Charles Jurgensmeier,TT,Westchester,Classroom Based Course
Basic Stage Make-upStudio/Recitation,Theater,93,THEA,225,1,48679,,,F,Westchester,Classroom Based Course
Wstrn Thea Hist & Lit ILecture,Theater,93,THEA,240,1,40912,117,Cecilia Gonzalez-Andrieu,TT,Westchester,Classroom Based Course
Wstrn Thea Hist & Lit ILecture,Theater,93,THEA,240,2,41868,394,Kim Harris,TT,Westchester,Classroom Based Course
Wstrn Thea Hist & Lit ILecture,Theater,93,THEA,240,3,46899,394,Kim Harris,TT,Westchester,Classroom Based Course
Wstrn Thea Hist & Lit ILecture,Theater,93,THEA,240,4,46900,410,L. Arik Greenberg,MWF,Westchester,Classroom Based Course
Western Theatre History and Literature ILecture,Theater,93,THEA,240,6,48681,503,Michael Courey,MWF,Westchester,Classroom Based Course
Western Theatre History and Literature ILecture,Theater,93,THEA,240,7,48682,765,Zoe Slatoff,MWF,Westchester,Classroom Based Course
Western Theatre History and Literature ILecture,Theater,93,THEA,240,8,48680,5,Abhishek Jain,MWF,Westchester,Classroom Based Course
Diversity in American DramaLecture,Theater,93,THEA,247,1,42310,5,Abhishek Jain,TT,Westchester,Classroom Based Course
Diversity in American DramaLecture,Theater,93,THEA,247,2,46040,554,Nirinjan Khalsa,TT,Westchester,Classroom Based Course
Theatre and/as TheologyLecture,Theater,93,THEA,249,1,48683,340,Jonathan Rothchild,MW,Westchester,Classroom Based Course
Intro to Camera ActingLecture,Theater,93,THEA,266,1,45280,135,Christopher Chapple,MW,Westchester,Classroom Based Course
SS: Musical Theater Dance ILecture,Theater,93,THEA,298,5,48956,717,Torben Alles,M,Westchester,Classroom Based Course
Theatre in Los AngelesLecture,Theater,93,THEA,300,1,40403,,,Th,Westchester,Classroom Based Course
Intermediate Scene StudyLecture,Theater,93,THEA,310,1,47946,633,Saqib Hussain,MW,Westchester,Classroom Based Course
Voice DevelopmentStudio/Recitation,Theater,93,THEA,312,1,40154,620,Roy Fisher,TT,Westchester,Classroom Based Course
Improv for the ActorLecture,Theater,93,THEA,316,1,49238,122,Charlotte Radler,F,Westchester,Classroom Based Course
Dialects for the StageLecture,Theater,93,THEA,317,1,40944,538,Nancy Pineda-Madrid,TT,Westchester,Classroom Based Course
Japanese Theatre into CinemaLecture,Theater,93,THEA,337,1,48684,,,TT,Westchester,Classroom Based Course
African Spirit in DramaLecture,Theater,93,THEA,347,1,49039,,,MW,Westchester,Classroom Based Course
Latinx Spirit in DramaLecture,Theater,93,THEA,349,1,45281,199,Douglas Christie,TT,Westchester,Classroom Based Course
Perf. Prac: Haunting of HannonStudio/Recitation,Theater,93,THEA,351,1,42041,135,Christopher Chapple,NA,Westchester,Other
Theatre Practicum: OdysseyStudio/Recitation,Theater,93,THEA,351,8,49230,93,Brett Hoover,NA,Westchester,Other
Theatre Practicum: HyannisStudio/Recitation,Theater,93,THEA,351,9,49231,,,NA,Westchester,Other
Theatre Practicum: Pliant GirlStudio/Recitation,Theater,93,THEA,351,10,49232,719,Tracy Tiemeier,NA,Westchester,Other
Acting for the CameraLecture,Theater,93,THEA,366,1,44519,572,Peter Hoffman,TT,Westchester,Classroom Based Course
Directing Theatre IStudio/Recitation,Theater,93,THEA,370,1,41643,572,Peter Hoffman,TT,Westchester,Classroom Based Course
Directing Theatre IStudio/Recitation,Theater,93,THEA,370,2,42047,,,TT,Westchester,Classroom Based Course
Voiceover TechniqueLecture,Theater,93,THEA,385,1,46907,,,TT,Westchester,Classroom Based Course
SS: Stanislavski TechniqueLecture,Theater,93,THEA,398,1,46904,542,Nathan Sessoms,MW,Westchester,Classroom Based Course
SS: Writing for New WorksLecture,Theater,93,THEA,398,2,47950,81,Bernadette Musetti,MW,Westchester,Classroom Based Course
PlaywritingStudio/Recitation,Theater,93,THEA,400,1,40916,572,Peter Hoffman,T,Westchester,Classroom Based Course
Sem: Tradtns of Indian PerfrmcLecture,Theater,93,THEA,430,1,44517,161,Danielle Borgia,TT,Westchester,Classroom Based Course
Sem: Black Theatre in AmericaLecture,Theater,93,THEA,430,2,45283,33,Amanda Apgar,MW,Westchester,Classroom Based Course
Sem: Queer TheatreLecture,Theater,93,THEA,430,3,45284,161,Danielle Borgia,TT,Westchester,Classroom Based Course
Studies in ShakespeareLecture,Theater,93,THEA,430,SA1,49160,,,NA,"London, England",Classroom Based Course
Theatre Practicm: Running CrewStudio/Recitation,Theater,93,THEA,450,1,40158,665,Stella Oh,M,Westchester,Classroom Based Course
Theatre Prctcm: Publicity CrewStudio/Recitation,Theater,93,THEA,450,2,40523,275,Iris Blake,M,Westchester,Classroom Based Course
Character DevelopmentStudio/Recitation,Theater,93,THEA,461,1,47953,275,Iris Blake,MW,Westchester,Classroom Based Course
Senior Thesis ProjectLecture,Theater,93,THEA,490,1,48685,275,Iris Blake,NA,Westchester,Other
SS: Creating an Actor's ReelLecture,Theater,93,THEA,498,1,48686,321,Jessica Martinez-Tebbel,W,Westchester,Classroom Based Course
SS: Advanced Stage DirectingLecture,Theater,93,THEA,498,2,48687,657,Sina Kramer,M,Westchester,Classroom Based Course
Sem - Intro to Thea PedagogySeminar,Theater,93,THEA,6000,1,47955,446,Mairead Sullivan,M,Westchester,Classroom Based Course
Teaching the Specialized Acting CourseLecture,Theater,93,THEA,6320,1,48688,665,Stella Oh,W,Westchester,Classroom Based Course
Techniques Actor CoachingLecture,Theater,93,THEA,6355,1,47956,564,Patricia Oliver,T,Westchester,Classroom Based Course
Practicum: Teaching Beginning ActingPracticum,Theater,93,THEA,6510,1,48689,321,Jessica Martinez-Tebbel,NA,Westchester,Other
ThesisLecture,Theater,93,THEA,6900,1,45291,33,Amanda Apgar,NA,Westchester,Other
ThesisLecture,Theater,93,THEA,6910,1,47957,657,Sina Kramer,NA,Westchester,Other
Advanced Topics in Theatre PedagogyLecture,Theater,93,THEA,6980,1,49192,280,Jalylah Burrell,Th,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Theological Studies,94,THST,1000,1,41325,13,Aine O'Healy,TT,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Theological Studies,94,THST,1000,2,41327,630,Sandibel Borges,TT,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Theological Studies,94,THST,1000,3,43201,630,Sandibel Borges,MW,Westchester,Classroom Based Course
New Testament ContextsLecture,Theological Studies,94,THST,1010,1,45652,765,Zoe Slatoff,TT,Westchester,Classroom Based Course
New Testament ContextsLecture,Theological Studies,94,THST,1010,2,41947,765,Zoe Slatoff,TT,Westchester,Classroom Based Course
Exploring Cath Theo TraditionLecture,Theological Studies,94,THST,1030,2,41393,438,Lori Fazzio,MWF,Westchester,Classroom Based Course
Exploring Cath Theo TraditionLecture,Theological Studies,94,THST,1030,3,44898,438,Lori Fazzio,MWF,Westchester,Classroom Based Course
